Sample ID:	C:\Users\MCC\Documents\MCC Data\ULINE_CB\ULINE_CB_MCC_N2_30K_231110_R1.txt
Sample Weight (mg):	3.94
Heating Rate (C/s):	0.5
Combustor Temp (C):	900
N2 Flow Rate (cc/min):	80
O2 Flow Rate (cc/min):	20
Calibration File:	C:\Users\MCC\Desktop\UMD MCC\MCC\Calibration Files\Coefficients\Coeff_231026_30K.txt
T Correction Coefficients:	0	1.0291	0
Time Shift (s):	8.5
*
Time (s)	Temperature (C)	N2 Flow (cc/min)	O2 Flow (cc/min)	End Flow (cc/min)	Oxygen (%)	HRR (W/g)
1040.500	576.344	80.012	19.991	100.282	20.203	0.938
1041.000	576.583	80.012	19.990	100.286	20.203	0.929
1041.500	576.844	80.013	19.991	100.290	20.202	0.988
1042.000	577.064	80.012	19.990	100.293	20.203	0.944
1042.500	577.333	80.017	19.994	100.298	20.204	0.857
1043.000	577.561	80.017	19.993	100.304	20.204	0.881
1043.500	577.824	80.008	19.989	100.305	20.203	0.915
1044.000	578.079	80.017	19.992	100.307	20.205	0.798
1044.500	578.321	80.004	19.986	100.307	20.203	0.955
1045.001	578.582	80.009	19.990	100.305	20.203	0.923
1045.501	578.804	80.004	19.986	100.302	20.203	0.939
1046.000	579.058	80.013	19.991	100.298	20.203	0.899
1046.500	579.292	80.010	19.990	100.300	20.205	0.750
1047.000	579.556	80.010	19.989	100.300	20.204	0.865
1047.500	579.805	80.009	19.989	100.302	20.202	0.974
1048.000	580.039	80.014	19.991	100.299	20.204	0.858
1048.500	580.302	80.020	19.994	100.294	20.204	0.836
1049.000	580.531	80.012	19.990	100.296	20.204	0.849
1049.500	580.824	80.006	19.987	100.296	20.205	0.799
1050.001	581.052	80.008	19.989	100.295	20.204	0.814
1050.501	581.288	80.010	19.989	100.295	20.204	0.828
1051.000	581.518	80.015	19.992	100.301	20.205	0.792
1051.500	581.755	80.010	19.988	100.298	20.204	0.846
1052.000	582.024	80.012	19.989	100.296	20.205	0.776
1052.500	582.268	80.016	19.993	100.291	20.205	0.759
1053.000	582.545	80.012	19.990	100.292	20.206	0.669
1053.500	582.765	80.008	19.988	100.290	20.204	0.819
1054.000	583.022	80.010	19.989	100.283	20.205	0.781
1054.500	583.269	80.010	19.989	100.279	20.204	0.834
1055.000	583.515	80.005	19.988	100.276	20.204	0.816
1055.500	583.756	80.009	19.988	100.276	20.205	0.738
1056.000	583.984	80.009	19.987	100.276	20.205	0.772
1056.500	584.266	80.015	19.991	100.281	20.205	0.789
1057.000	584.489	80.009	19.987	100.289	20.206	0.728
1057.500	584.765	80.006	19.986	100.293	20.205	0.741
1058.000	584.982	80.011	19.989	100.294	20.205	0.754
1058.500	585.240	80.007	19.987	100.297	20.205	0.764
1059.001	585.490	80.014	19.990	100.295	20.205	0.737
1059.501	585.727	80.016	19.991	100.291	20.205	0.777
1060.001	586.014	80.008	19.987	100.296	20.203	0.920
1060.501	586.254	80.008	19.988	100.296	20.205	0.811
1061.000	586.493	80.010	19.990	100.294	20.205	0.771
1061.500	586.744	80.013	19.991	100.298	20.205	0.746
1062.000	586.978	80.007	19.988	100.298	20.205	0.760
1062.500	587.246	80.015	19.991	100.294	20.205	0.745
1063.000	587.466	80.010	19.989	100.295	20.204	0.829
1063.500	587.747	80.006	19.987	100.296	20.205	0.764
1064.000	587.980	80.020	19.994	100.294	20.204	0.816
1064.501	588.227	80.006	19.988	100.296	20.204	0.859
1065.001	588.487	80.004	19.987	100.297	20.205	0.794
1065.500	588.732	80.009	19.989	100.293	20.204	0.877
1066.000	588.990	80.007	19.988	100.289	20.204	0.831
1066.501	589.201	80.016	19.992	100.288	20.204	0.873
1067.001	589.495	80.006	19.987	100.289	20.205	0.809
1067.500	589.723	80.013	19.991	100.288	20.203	0.951
1068.000	589.973	80.009	19.989	100.293	20.204	0.856
1068.500	590.213	80.007	19.988	100.295	20.204	0.858
1069.000	590.454	80.011	19.990	100.291	20.205	0.769
1069.500	590.708	80.004	19.987	100.288	20.204	0.845
1070.000	590.952	80.011	19.990	100.286	20.205	0.746
1070.500	591.238	80.011	19.992	100.280	20.203	0.902
1071.000	591.469	80.014	19.992	100.286	20.203	0.944
1071.500	591.720	80.012	19.991	100.294	20.204	0.826
1072.000	591.970	80.007	19.990	100.299	20.203	0.918
1072.500	592.199	80.008	19.989	100.304	20.204	0.863
1073.001	592.469	80.005	19.988	100.309	20.203	0.941
1073.501	592.702	80.011	19.991	100.305	20.204	0.891
1074.000	592.975	80.008	19.990	100.300	20.204	0.865
1074.500	593.195	80.010	19.991	100.292	20.205	0.811
1075.000	593.456	80.010	19.990	100.287	20.204	0.863
1075.500	593.720	80.010	19.990	100.285	20.205	0.768
1076.000	593.968	80.010	19.988	100.287	20.203	0.940
1076.500	594.192	80.004	19.989	100.290	20.204	0.827
1077.000	594.437	80.008	19.989	100.292	20.205	0.805
1077.500	594.738	80.015	19.994	100.291	20.205	0.747
1078.001	594.958	80.008	19.989	100.295	20.203	0.934
1078.501	595.209	80.012	19.991	100.295	20.206	0.676
1079.000	595.456	80.013	19.992	100.295	20.205	0.752
1079.500	595.696	80.014	19.994	100.298	20.206	0.711
1080.000	595.964	80.009	19.989	100.305	20.205	0.805
1080.500	596.185	80.003	19.988	100.304	20.205	0.808
1081.000	596.469	80.011	19.991	100.303	20.205	0.751
1081.500	596.687	80.019	19.995	100.304	20.206	0.655
1082.000	596.948	80.011	19.992	100.307	20.206	0.690
1082.500	597.184	80.013	19.992	100.306	20.206	0.705
1083.000	597.442	80.008	19.990	100.307	20.204	0.819
1083.500	597.701	80.010	19.991	100.306	20.206	0.711
1084.000	597.926	80.010	19.990	100.303	20.204	0.855
1084.500	598.215	80.001	19.987	100.301	20.206	0.692
1085.001	598.441	80.006	19.989	100.296	20.204	0.829
1085.501	598.707	80.017	19.994	100.290	20.206	0.710
1086.000	598.940	80.020	19.995	100.291	20.205	0.755
1086.500	599.183	80.010	19.990	100.295	20.205	0.761
1087.000	599.453	80.009	19.990	100.295	20.206	0.718
1087.500	599.665	80.011	19.992	100.291	20.204	0.820
1088.001	599.953	80.007	19.989	100.294	20.204	0.847
1088.501	600.172	80.007	19.989	100.292	20.205	0.780
1089.000	600.421	80.015	19.994	100.290	20.206	0.731
1089.500	600.677	80.007	19.990	100.292	20.206	0.711
1090.000	600.929	80.011	19.991	100.298	20.206	0.689
1090.500	601.192	80.009	19.990	100.301	20.206	0.684
1091.000	601.411	80.001	19.986	100.303	20.205	0.779
1091.500	601.687	80.006	19.989	100.298	20.206	0.710
1092.000	601.918	80.005	19.988	100.295	20.207	0.615
1092.500	602.193	80.008	19.991	100.295	20.207	0.585
1093.000	602.420	80.008	19.990	100.295	20.206	0.671
1093.500	602.651	80.006	19.989	100.295	20.206	0.655
1094.000	602.919	80.009	19.990	100.298	20.206	0.679
1094.501	603.135	80.012	19.993	100.297	20.206	0.693
1095.001	603.422	80.015	19.993	100.300	20.207	0.601
1095.500	603.660	80.020	19.995	100.302	20.209	0.465
1096.000	603.911	80.005	19.988	100.305	20.209	0.420
1096.500	604.160	80.005	19.988	100.306	20.208	0.549
1097.000	604.406	80.004	19.988	100.304	20.207	0.620
1097.500	604.666	80.009	19.990	100.300	20.208	0.501
1098.000	604.891	80.015	19.993	100.297	20.209	0.444
1098.500	605.149	80.003	19.988	100.296	20.208	0.547
1099.001	605.386	80.010	19.990	100.296	20.208	0.551
1099.501	605.643	80.016	19.993	100.301	20.208	0.518
1100.000	605.898	80.017	19.994	100.305	20.207	0.627
1100.500	606.125	80.006	19.988	100.309	20.208	0.533
1101.000	606.398	80.007	19.987	100.306	20.208	0.510
1101.500	606.623	80.009	19.990	100.306	20.210	0.384
1102.000	606.895	80.009	19.990	100.304	20.208	0.554
1102.500	607.110	80.007	19.989	100.301	20.209	0.451
1103.000	607.383	80.013	19.992	100.296	20.209	0.471
1103.500	607.637	80.006	19.989	100.298	20.209	0.447
1104.000	607.859	80.015	19.993	100.299	20.210	0.348
1104.500	608.119	80.014	19.993	100.303	20.209	0.455
1105.000	608.359	80.017	19.994	100.305	20.207	0.597
1105.500	608.636	80.013	19.993	100.309	20.209	0.492
1106.000	608.850	80.011	19.990	100.310	20.208	0.546
1106.500	609.121	80.003	19.988	100.307	20.209	0.486
1107.001	609.352	80.008	19.991	100.302	20.208	0.532
1107.501	609.597	80.002	19.988	100.300	20.209	0.490
1108.000	609.853	80.008	19.990	100.295	20.209	0.457
1108.500	610.097	80.010	19.992	100.292	20.208	0.544
1109.000	610.356	80.004	19.988	100.296	20.208	0.502
1109.500	610.595	80.010	19.990	100.295	20.208	0.531
1110.000	610.853	80.013	19.993	100.296	20.208	0.507
1110.500	611.107	80.005	19.988	100.300	20.208	0.547
1111.000	611.328	80.007	19.990	100.294	20.207	0.592
1111.500	611.588	80.012	19.991	100.288	20.208	0.505
1112.000	611.810	80.006	19.990	100.289	20.208	0.513
1112.500	612.099	80.003	19.988	100.287	20.208	0.497
1113.000	612.318	80.010	19.991	100.282	20.208	0.557
1113.500	612.582	80.017	19.993	100.289	20.208	0.541
1114.000	612.835	80.017	19.994	100.296	20.208	0.566
1114.501	613.068	80.002	19.987	100.301	20.206	0.659
1115.001	613.333	80.003	19.988	100.300	20.207	0.639
1115.500	613.559	80.013	19.992	100.302	20.207	0.598
1116.000	613.839	80.008	19.990	100.303	20.207	0.648
1116.500	614.058	80.021	19.994	100.299	20.208	0.565
1117.001	614.318	80.008	19.990	100.293	20.206	0.659
1117.501	614.537	80.009	19.991	100.291	20.207	0.619
1118.000	614.799	80.012	19.991	100.290	20.207	0.623
1118.500	615.055	80.015	19.993	100.286	20.207	0.593
1119.000	615.290	80.009	19.990	100.284	20.206	0.672
1119.500	615.574	80.019	19.995	100.285	20.208	0.536
1120.000	615.800	80.012	19.992	100.293	20.207	0.597
1120.500	616.072	80.002	19.987	100.294	20.207	0.650
1121.000	616.295	80.007	19.989	100.295	20.207	0.630
1121.500	616.539	80.012	19.992	100.296	20.207	0.629
1122.000	616.795	80.007	19.989	100.296	20.208	0.505
1122.500	617.023	80.007	19.989	100.292	20.207	0.617
1123.000	617.301	80.010	19.991	100.292	20.207	0.580
1123.500	617.525	80.004	19.988	100.295	20.207	0.587
1124.000	617.801	80.004	19.988	100.295	20.208	0.556
1124.501	618.031	80.002	19.986	100.294	20.207	0.601
1125.001	618.273	80.007	19.989	100.292	20.206	0.662
1125.500	618.547	80.013	19.993	100.293	20.208	0.527
1126.000	618.757	80.006	19.989	100.293	20.208	0.537
1126.500	619.040	80.010	19.991	100.295	20.208	0.501
1127.000	619.265	80.000	19.986	100.296	20.207	0.638
1127.501	619.512	80.012	19.992	100.292	20.207	0.597
1128.001	619.761	80.005	19.988	100.292	20.207	0.586
1128.500	620.003	80.013	19.993	100.285	20.209	0.495
1129.000	620.271	80.005	19.988	100.285	20.207	0.617
1129.500	620.488	80.010	19.991	100.285	20.208	0.555
1130.001	620.770	80.016	19.994	100.290	20.206	0.666
1130.501	621.005	80.004	19.987	100.295	20.208	0.529
1131.001	621.264	80.008	19.990	100.300	20.205	0.745
1131.500	621.498	80.014	19.992	100.301	20.207	0.581
1132.000	621.759	80.004	19.988	100.301	20.207	0.586
1132.500	622.016	80.007	19.989	100.299	20.207	0.582
1133.000	622.246	80.013	19.992	100.288	20.207	0.640
1133.500	622.501	80.012	19.991	100.287	20.208	0.519
1134.000	622.730	80.008	19.989	100.285	20.208	0.543
1134.500	622.998	80.013	19.992	100.282	20.208	0.539
1135.000	623.250	80.015	19.993	100.286	20.208	0.541
1135.500	623.480	80.016	19.994	100.296	20.208	0.547
1136.000	623.736	80.007	19.989	100.302	20.207	0.640
1136.500	623.959	80.014	19.992	100.308	20.207	0.595
1137.000	624.241	80.014	19.993	100.312	20.207	0.603
1137.501	624.453	80.007	19.988	100.310	20.206	0.677
1138.001	624.716	80.019	19.995	100.303	20.207	0.650
1138.501	624.968	80.010	19.990	100.305	20.207	0.615
1139.001	625.213	80.008	19.990	100.301	20.207	0.606
1139.500	625.470	80.003	19.987	100.301	20.208	0.551
1140.000	625.689	80.006	19.989	100.300	20.208	0.524
1140.500	625.970	80.005	19.988	100.305	20.208	0.529
1141.000	626.200	80.005	19.988	100.299	20.207	0.601
1141.500	626.461	80.007	19.990	100.296	20.207	0.620
1142.000	626.699	80.004	19.989	100.294	20.206	0.697
1142.500	626.948	80.008	19.991	100.292	20.209	0.482
1143.000	627.206	80.005	19.988	100.291	20.207	0.596
1143.500	627.412	80.003	19.987	100.290	20.208	0.518
1144.000	627.691	80.008	19.990	100.285	20.208	0.506
1144.500	627.927	80.003	19.988	100.287	20.209	0.450
1145.000	628.190	80.004	19.988	100.289	20.209	0.480
1145.500	628.424	80.012	19.992	100.289	20.209	0.474
1146.000	628.660	80.019	19.995	100.294	20.208	0.545
1146.500	628.930	80.016	19.994	100.305	20.209	0.480
1147.000	629.139	80.009	19.990	100.306	20.208	0.547
1147.501	629.413	80.011	19.991	100.303	20.209	0.464
1148.001	629.639	80.005	19.989	100.299	20.208	0.546
1148.500	629.914	80.019	19.994	100.293	20.208	0.539
1149.000	630.133	80.002	19.987	100.290	20.208	0.541
1149.500	630.390	80.010	19.990	100.280	20.208	0.530
1150.000	630.634	80.009	19.990	100.279	20.209	0.494
1150.500	630.861	80.010	19.990	100.281	20.210	0.415
1151.000	631.158	80.017	19.994	100.279	20.208	0.525
1151.500	631.360	80.013	19.992	100.278	20.208	0.539
1152.000	631.618	80.001	19.986	100.281	20.207	0.623
1152.500	631.854	80.005	19.988	100.278	20.208	0.527
1153.000	632.117	80.000	19.987	100.273	20.208	0.504
1153.500	632.353	80.004	19.987	100.271	20.210	0.411
1154.000	632.572	80.008	19.989	100.268	20.210	0.372
1154.500	632.852	80.012	19.992	100.274	20.208	0.527
1155.000	633.082	80.009	19.990	100.283	20.207	0.577
1155.500	633.344	80.002	19.986	100.288	20.210	0.373
1156.000	633.586	80.004	19.988	100.291	20.209	0.480
1156.500	633.821	80.009	19.989	100.292	20.208	0.529
1157.000	634.080	80.014	19.992	100.289	20.209	0.488
1157.500	634.305	80.012	19.992	100.288	20.208	0.499
1158.000	634.589	80.000	19.986	100.288	20.209	0.489
1158.500	634.800	80.010	19.990	100.287	20.209	0.442
1159.001	635.063	80.004	19.987	100.284	20.210	0.406
1159.501	635.307	80.015	19.993	100.280	20.209	0.476
1160.000	635.562	80.001	19.986	100.275	20.211	0.336
1160.500	635.794	80.002	19.987	100.268	20.210	0.400
1161.000	636.026	80.004	19.986	100.266	20.210	0.352
1161.500	636.318	80.003	19.987	100.262	20.208	0.522
1162.000	636.517	80.017	19.993	100.260	20.208	0.499
1162.500	636.778	80.012	19.990	100.260	20.208	0.521
1163.000	637.027	80.006	19.988	100.264	20.209	0.477
1163.500	637.256	80.001	19.984	100.264	20.208	0.560
1164.000	637.524	80.010	19.989	100.262	20.208	0.532
1164.500	637.749	80.019	19.994	100.264	20.208	0.499
1165.000	638.018	80.009	19.990	100.264	20.208	0.548
1165.501	638.244	80.007	19.987	100.261	20.208	0.531
1166.001	638.501	80.008	19.989	100.260	20.208	0.571
1166.500	638.734	80.012	19.991	100.264	20.207	0.595
1167.000	638.981	80.011	19.989	100.265	20.206	0.680
1167.500	639.236	80.006	19.987	100.262	20.206	0.683
1168.000	639.458	80.011	19.989	100.263	20.207	0.645
1168.500	639.756	80.009	19.990	100.265	20.205	0.766
1169.000	639.965	80.004	19.987	100.268	20.206	0.668
1169.500	640.218	80.007	19.989	100.268	20.206	0.684
1170.000	640.456	80.012	19.991	100.272	20.207	0.606
1170.500	640.706	80.006	19.987	100.281	20.204	0.817
1171.000	640.963	80.001	19.986	100.287	20.206	0.686
1171.500	641.172	80.011	19.990	100.288	20.208	0.574
1172.000	641.458	80.010	19.988	100.293	20.206	0.677
1172.500	641.679	80.016	19.992	100.296	20.207	0.595
1173.000	641.921	80.005	19.987	100.296	20.208	0.527
1173.500	642.176	80.005	19.987	100.293	20.208	0.533
1174.000	642.412	80.013	19.991	100.295	20.209	0.482
1174.500	642.677	80.001	19.985	100.296	20.209	0.475
1175.000	642.902	80.008	19.989	100.287	20.210	0.385
1175.500	643.188	80.002	19.986	100.279	20.208	0.513
1176.000	643.392	80.006	19.988	100.274	20.210	0.348
1176.501	643.650	80.018	19.993	100.269	20.210	0.342
1177.001	643.898	80.014	19.991	100.265	20.212	0.248
1177.500	644.134	80.000	19.985	100.268	20.213	0.153
1178.000	644.388	80.017	19.993	100.267	20.211	0.272
1178.500	644.610	80.008	19.989	100.276	20.212	0.229
1179.000	644.901	80.010	19.989	100.280	20.212	0.179
1179.501	645.120	80.017	19.993	100.281	20.213	0.113
1180.001	645.369	80.015	19.992	100.285	20.214	0.058
1180.501	645.618	80.010	19.990	100.294	20.215	0.006
1181.001	645.846	80.009	19.989	100.294	20.215	-0.004
1181.501	646.114	80.006	19.988	100.298	20.215	-0.014
1182.001	646.356	80.009	19.990	100.299	20.215	-0.045
1182.500	646.612	80.014	19.992	100.296	20.214	0.020
1183.000	646.833	80.011	19.990	100.291	20.217	-0.172
1183.500	647.098	80.009	19.989	100.285	20.216	-0.078
1184.000	647.321	80.021	19.995	100.282	20.214	0.036
1184.500	647.559	80.007	19.988	100.288	20.212	0.185
1185.000	647.848	80.012	19.991	100.288	20.214	0.079
1185.500	648.062	80.002	19.986	100.290	20.213	0.178
1186.000	648.328	80.003	19.986	100.289	20.211	0.313
1186.500	648.563	80.010	19.990	100.288	20.212	0.230
1187.000	648.818	80.011	19.990	100.284	20.211	0.309
1187.500	649.058	80.011	19.990	100.286	20.210	0.410
1188.000	649.305	80.016	19.993	100.283	20.211	0.318
1188.500	649.559	80.005	19.988	100.286	20.211	0.328
1189.001	649.767	80.003	19.987	100.283	20.211	0.269
1189.501	650.045	80.019	19.994	100.277	20.211	0.276
1190.000	650.286	80.004	19.987	100.278	20.211	0.324
1190.500	650.538	80.018	19.993	100.275	20.211	0.312
1191.000	650.789	80.007	19.988	100.276	20.211	0.317
1191.500	651.023	80.003	19.987	100.276	20.212	0.240
1192.001	651.278	79.999	19.985	100.274	20.212	0.189
1192.501	651.494	80.014	19.992	100.266	20.213	0.106
1193.000	651.782	80.006	19.987	100.273	20.212	0.237
1193.500	652.013	80.013	19.992	100.272	20.214	0.038
1194.000	652.264	80.010	19.989	100.281	20.213	0.123
1194.500	652.513	80.002	19.987	100.289	20.215	-0.023
1195.000	652.754	80.005	19.986	100.297	20.213	0.142
1195.500	653.007	80.008	19.988	100.295	20.213	0.156
1196.000	653.245	80.008	19.989	100.298	20.213	0.118
1196.500	653.504	80.010	19.989	100.293	20.212	0.212
1197.000	653.735	80.009	19.989	100.293	20.212	0.229
1197.500	654.001	80.014	19.992	100.293	20.212	0.231
1198.000	654.234	80.006	19.988	100.298	20.210	0.374
1198.500	654.474	80.018	19.993	100.298	20.210	0.361
1199.000	654.741	80.003	19.984	100.303	20.212	0.235
1199.500	654.967	79.998	19.983	100.299	20.210	0.405
1200.000	655.233	80.007	19.988	100.295	20.210	0.354
1200.501	655.474	80.006	19.987	100.293	20.210	0.340
1201.001	655.720	80.007	19.989	100.290	20.212	0.195
1201.500	655.962	80.009	19.990	100.285	20.213	0.162
1202.001	656.214	80.006	19.988	100.288	20.210	0.391
1202.501	656.473	80.008	19.988	100.289	20.210	0.349
1203.000	656.703	80.006	19.988	100.288	20.209	0.466
1203.500	656.964	80.009	19.989	100.290	20.210	0.346
1204.000	657.204	80.012	19.990	100.292	20.210	0.383
1204.500	657.453	80.018	19.993	100.292	20.210	0.410
1205.001	657.716	80.003	19.988	100.300	20.209	0.423
1205.501	657.965	80.007	19.987	100.298	20.208	0.517
1206.001	658.207	80.015	19.992	100.298	20.209	0.459
1206.500	658.420	80.008	19.988	100.301	20.208	0.517
1207.000	658.719	80.019	19.993	100.297	20.210	0.412
1207.501	658.957	80.010	19.989	100.292	20.209	0.496
1208.001	659.186	80.015	19.993	100.290	20.209	0.461
1208.500	659.441	80.003	19.986	100.295	20.208	0.536
1209.000	659.684	80.005	19.990	100.290	20.211	0.334
1209.500	659.947	80.012	19.990	100.296	20.209	0.486
1210.000	660.180	80.007	19.986	100.298	20.209	0.474
1210.500	660.463	80.016	19.991	100.300	20.209	0.434
1211.000	660.691	80.006	19.987	100.299	20.209	0.472
1211.500	660.941	80.005	19.986	100.299	20.208	0.537
1212.000	661.179	80.016	19.992	100.296	20.209	0.470
1212.500	661.424	80.015	19.992	100.297	20.209	0.438
1213.000	661.689	80.006	19.987	100.302	20.209	0.424
1213.500	661.914	80.007	19.988	100.299	20.208	0.524
1214.000	662.190	80.017	19.993	100.294	20.211	0.337
1214.501	662.433	80.005	19.987	100.299	20.209	0.435
1215.001	662.681	80.009	19.989	100.296	20.209	0.440
1215.501	662.918	80.008	19.989	100.293	20.210	0.406
1216.001	663.180	80.012	19.991	100.294	20.210	0.415
1216.500	663.441	80.007	19.987	100.300	20.210	0.405
1217.001	663.651	80.012	19.990	100.292	20.211	0.293
1217.501	663.932	80.014	19.991	100.288	20.210	0.363
1218.000	664.167	80.003	19.987	100.286	20.210	0.359
1218.500	664.426	80.004	19.986	100.282	20.211	0.323
1219.000	664.668	80.010	19.989	100.281	20.211	0.274
1219.500	664.900	80.016	19.991	100.285	20.210	0.400
1220.000	665.170	80.013	19.991	100.289	20.212	0.255
1220.500	665.393	80.007	19.987	100.292	20.209	0.490
1221.000	665.671	79.999	19.983	100.293	20.209	0.447
1221.500	665.890	80.004	19.985	100.288	20.211	0.306
1222.000	666.153	80.006	19.988	100.281	20.210	0.412
1222.500	666.399	80.008	19.988	100.277	20.210	0.410
1223.000	666.631	80.008	19.987	100.274	20.211	0.335
1223.500	666.896	80.012	19.989	100.275	20.209	0.452
1224.000	667.127	80.007	19.988	100.282	20.210	0.396
1224.500	667.394	80.014	19.989	100.287	20.211	0.290
1225.000	667.620	80.003	19.984	100.291	20.210	0.373
1225.500	667.860	80.010	19.988	100.278	20.210	0.358
1226.000	668.108	80.006	19.987	100.272	20.209	0.420
1226.500	668.351	80.018	19.992	100.269	20.209	0.423
1227.001	668.597	80.006	19.988	100.275	20.209	0.466
1227.501	668.833	80.011	19.989	100.273	20.209	0.423
1228.000	669.116	80.016	19.992	100.283	20.210	0.379
1228.500	669.334	80.019	19.992	100.291	20.210	0.404
1229.000	669.592	80.010	19.989	100.300	20.210	0.415
1229.500	669.821	80.009	19.989	100.292	20.209	0.457
1230.001	670.053	80.013	19.990	100.287	20.210	0.372
1230.501	670.335	80.008	19.987	100.289	20.209	0.431
1231.000	670.553	80.004	19.986	100.284	20.209	0.478
1231.500	670.810	80.004	19.986	100.271	20.209	0.453
1232.000	671.039	80.007	19.987	100.273	20.208	0.524
1232.500	671.308	80.012	19.990	100.276	20.209	0.456
1233.000	671.542	80.012	19.990	100.277	20.208	0.499
1233.500	671.786	80.005	19.987	100.281	20.210	0.349
1234.001	672.047	80.009	19.987	100.283	20.210	0.402
1234.501	672.263	80.011	19.989	100.285	20.211	0.309
1235.000	672.543	80.009	19.988	100.286	20.210	0.413
1235.500	672.754	80.006	19.987	100.285	20.210	0.381
1236.000	673.021	80.005	19.987	100.283	20.211	0.311
1236.500	673.247	80.014	19.991	100.282	20.211	0.309
1237.000	673.498	80.021	19.995	100.279	20.211	0.328
1237.500	673.729	80.013	19.991	100.282	20.211	0.311
1238.000	673.983	80.002	19.987	100.280	20.211	0.302
1238.500	674.266	80.007	19.988	100.278	20.212	0.248
1239.001	674.481	80.002	19.987	100.282	20.211	0.306
1239.501	674.737	80.012	19.991	100.283	20.211	0.306
1240.000	674.966	80.001	19.986	100.283	20.212	0.215
1240.500	675.205	80.004	19.987	100.282	20.211	0.309
1241.000	675.467	80.011	19.990	100.285	20.210	0.393
1241.500	675.672	80.008	19.989	100.286	20.211	0.267
1242.000	675.976	80.014	19.992	100.290	20.212	0.244
1242.500	676.183	80.018	19.993	100.289	20.212	0.216
1243.000	676.434	80.014	19.991	100.291	20.212	0.220
1243.500	676.681	80.012	19.991	100.292	20.211	0.322
1244.000	676.928	80.004	19.987	100.290	20.212	0.216
1244.500	677.188	80.012	19.990	100.283	20.212	0.203
1245.000	677.416	80.019	19.994	100.279	20.212	0.206
1245.500	677.683	80.007	19.988	100.280	20.212	0.226
1246.000	677.905	80.014	19.991	100.275	20.213	0.152
1246.500	678.152	80.005	19.987	100.273	20.213	0.165
1247.001	678.393	80.008	19.990	100.273	20.214	0.089
1247.501	678.631	80.007	19.989	100.275	20.215	0.002
1248.001	678.890	80.010	19.990	100.272	20.216	-0.069
1248.501	679.104	80.005	19.987	100.277	20.214	0.020
1249.001	679.376	80.000	19.985	100.277	20.214	0.048
1249.500	679.609	80.020	19.994	100.275	20.216	-0.075
1250.000	679.879	80.010	19.989	100.278	20.215	-0.025
1250.500	680.123	80.007	19.988	100.279	20.216	-0.094
1251.000	680.365	80.008	19.988	100.276	20.216	-0.136
1251.500	680.633	80.019	19.995	100.275	20.216	-0.125
1252.000	680.835	80.006	19.988	100.282	20.215	-0.026
1252.500	681.132	80.008	19.989	100.275	20.215	-0.051
1253.000	681.358	80.010	19.989	100.273	20.215	0.018
1253.500	681.621	80.008	19.989	100.273	20.214	0.066
1254.000	681.842	80.010	19.989	100.273	20.215	-0.021
1254.500	682.106	80.009	19.989	100.270	20.214	0.052
1255.000	682.382	80.005	19.987	100.272	20.213	0.153
1255.500	682.623	80.007	19.989	100.269	20.212	0.210
1256.000	682.894	80.012	19.991	100.267	20.213	0.155
1256.500	683.127	80.005	19.987	100.269	20.213	0.126
1257.000	683.388	80.015	19.993	100.265	20.212	0.200
1257.500	683.632	80.012	19.991	100.269	20.212	0.215
1258.000	683.871	80.012	19.991	100.272	20.213	0.155
1258.500	684.139	80.011	19.989	100.277	20.213	0.169
1259.000	684.391	80.010	19.991	100.279	20.211	0.317
1259.500	684.675	80.016	19.992	100.282	20.212	0.207
1260.000	684.923	80.016	19.992	100.283	20.212	0.240
1260.500	685.187	80.008	19.990	100.283	20.212	0.235
1261.001	685.429	80.011	19.990	100.283	20.211	0.316
1261.501	685.683	80.009	19.989	100.281	20.211	0.265
1262.000	685.962	80.009	19.989	100.283	20.211	0.260
1262.500	686.188	80.009	19.989	100.284	20.211	0.292
1263.000	686.478	80.009	19.990	100.285	20.211	0.334
1263.500	686.719	80.002	19.987	100.283	20.211	0.305
1264.000	686.986	80.013	19.991	100.281	20.212	0.231
1264.500	687.235	80.008	19.989	100.286	20.211	0.321
1265.000	687.492	80.007	19.989	100.282	20.212	0.195
1265.500	687.779	80.014	19.992	100.280	20.211	0.266
1266.001	688.007	80.006	19.989	100.281	20.211	0.284
1266.501	688.321	80.007	19.989	100.281	20.212	0.237
1267.001	688.542	80.015	19.991	100.274	20.211	0.317
1267.500	688.835	80.005	19.988	100.274	20.210	0.339
1268.001	689.086	80.005	19.988	100.271	20.211	0.305
1268.501	689.350	80.010	19.990	100.266	20.211	0.282
1269.000	689.630	80.005	19.988	100.267	20.211	0.308
1269.500	689.869	80.013	19.992	100.266	20.212	0.194
1270.000	690.164	80.012	19.991	100.265	20.211	0.263
1270.500	690.411	80.012	19.991	100.268	20.212	0.215
1271.000	690.695	80.006	19.989	100.272	20.212	0.198
1271.500	690.943	80.009	19.989	100.271	20.211	0.316
1272.000	691.212	80.006	19.988	100.273	20.213	0.144
1272.501	691.496	80.007	19.989	100.273	20.211	0.268
1273.001	691.739	80.007	19.989	100.272	20.212	0.236
1273.500	692.018	80.013	19.991	100.269	20.212	0.193
1274.000	692.258	80.012	19.993	100.272	20.212	0.256
1274.500	692.531	80.013	19.993	100.275	20.213	0.120
1275.000	692.789	80.012	19.991	100.278	20.211	0.258
1275.500	693.045	80.007	19.989	100.279	20.212	0.207
