Names,Black_PMMA_R1,Black_PMMA_R2,Black_PMMA_R3,Black_PMMA_R4,Mean,Std. Dev.
1149,1018.7,1061.7,983.8,1087.8,1038.0,46.0
1150,1081.1,1065.5,975.4,1015.5,1034.4,48.3
1151,1043.0,1021.5,1031.1,1101.4,1049.3,35.9
1152,1040.0,1014.2,1021.2,1066.2,1035.4,23.2
1153,981.8,1083.8,1038.0,1021.2,1031.2,42.2
1154,1001.1,1066.5,1020.0,1091.0,1044.7,41.4
1155,1060.4,1029.1,981.7,1065.1,1034.1,38.4
1156,1078.9,1053.3,1015.2,1053.5,1050.2,26.3
1157,1019.1,1053.3,1031.4,1096.0,1050.0,33.8
1158,1051.6,1043.9,1051.1,1046.7,1048.3,3.7
1159,1039.6,1007.4,1001.2,1046.6,1023.7,22.7
1160,972.4,1073.6,979.4,1000.7,1006.5,46.3
1161,1010.9,1114.1,1056.7,1019.0,1050.2,47.1
1162,1061.5,1023.7,971.1,1060.2,1029.1,42.5
1163,996.1,1032.6,1009.9,1052.0,1022.6,24.7
1164,1044.6,1039.0,967.9,1021.9,1018.3,35.0
1165,1024.0,1027.5,1009.2,1059.7,1030.1,21.3
1166,1038.4,1011.6,1007.5,1057.2,1028.7,23.5
1167,1034.2,1076.8,957.8,1030.3,1024.8,49.4
1168,1016.2,1041.2,1040.3,1056.5,1038.5,16.7
1169,1056.8,1067.5,992.9,1049.5,1041.7,33.3
1170,1030.8,1033.3,998.0,1027.1,1022.3,16.4
1171,1031.6,1024.6,1061.9,1045.4,1040.9,16.4
1172,1041.6,1035.1,1020.9,1014.5,1028.0,12.5
1173,973.2,1073.5,1024.8,1109.8,1045.3,59.4
1174,1164.4,1075.4,1028.5,1051.4,1079.9,59.5
1175,1004.3,1092.2,994.6,1061.8,1038.2,46.6
1176,1067.4,1093.7,1079.1,1057.6,1074.4,15.6
1177,1018.3,1071.9,1001.2,1003.2,1023.6,33.1
1178,1036.6,1034.6,1059.4,1037.4,1042.0,11.6
1179,1065.6,1035.2,998.5,1058.1,1039.4,30.1
1180,1094.7,1093.4,1033.4,970.8,1048.1,58.9
1181,1022.6,1057.3,1028.9,1009.2,1029.5,20.2
1182,992.5,1059.3,1028.8,1029.6,1027.6,27.3
1183,1108.6,1036.6,1094.5,968.4,1052.0,63.8
1184,975.1,1060.3,1000.5,1049.3,1021.3,40.3
1185,1089.1,1068.2,1001.6,1015.7,1043.7,41.7
1186,1056.4,1085.9,1052.7,1036.1,1057.8,20.7
1187,1114.6,1054.6,1083.5,1050.0,1075.7,29.9
1188,1038.8,1075.8,1006.6,1052.9,1043.5,28.9
1189,1036.4,1053.9,1032.2,1057.1,1044.9,12.5
1190,1054.1,1038.7,1003.8,1005.5,1025.5,24.9
1191,997.1,1060.1,1027.7,1008.0,1023.2,27.6
1192,1048.2,1026.0,1003.9,1065.9,1036.0,26.9
1193,1052.6,1044.9,1056.3,1101.0,1063.7,25.3
1194,1083.2,1035.9,1079.9,1015.7,1053.7,33.2
1195,1003.3,1065.5,997.1,1033.0,1024.7,31.4
1196,1010.6,1071.3,1069.9,1016.1,1042.0,33.1
1197,1058.8,1082.6,1010.8,1028.3,1045.1,31.9
1198,998.8,1084.7,1001.3,1042.0,1031.7,40.5
1199,1045.0,1037.8,1058.8,1054.5,1049.0,9.5
1200,1068.9,1047.1,1054.9,1077.8,1062.2,13.8
1201,1031.9,1053.8,993.8,1030.8,1027.6,24.9
1202,1046.3,1043.5,1070.5,1014.6,1043.7,22.9
1203,1047.2,1087.7,1044.9,1035.7,1053.9,23.1
1204,1061.8,1092.1,1045.1,1046.7,1061.4,21.8
1205,1064.4,1090.5,962.1,992.7,1027.4,60.1
1206,1097.8,1076.1,1007.0,988.2,1042.3,52.9
1207,1044.3,1050.1,1042.7,1034.1,1042.8,6.6
1208,1035.7,1034.9,1076.6,953.0,1025.1,51.8
1209,1064.4,1072.9,988.6,1071.9,1049.4,40.7
1210,1032.8,1056.3,1096.6,1020.9,1051.6,33.4
1211,1113.0,1095.3,1051.8,1023.0,1070.8,40.9
1212,1041.4,1096.7,1067.4,1020.2,1056.4,33.1
1213,1044.9,1028.2,1071.7,1001.6,1036.6,29.4
1214,1034.5,1089.7,1043.4,1017.8,1046.3,30.8
1215,1048.0,1048.4,1041.8,1027.9,1041.5,9.6
1216,1063.4,1063.2,1023.4,1033.7,1045.9,20.5
1217,1067.6,1104.5,1034.1,1018.0,1056.0,38.3
1218,1086.2,1117.1,1023.3,988.0,1053.7,58.6
1219,1047.5,1041.2,986.0,1044.0,1029.7,29.2
1220,1075.1,1062.4,1051.6,1023.3,1053.1,22.1
1221,1050.0,1080.4,1082.7,1027.6,1060.1,26.3
1222,1068.1,1040.8,1091.4,1008.8,1052.3,35.6
1223,1073.0,1056.8,1021.9,1071.3,1055.8,23.7
1224,1076.4,1054.0,1108.0,1027.9,1066.6,34.0
1225,1025.7,1055.1,1044.4,957.7,1020.8,43.7
1226,1066.4,1091.4,1047.0,981.7,1046.6,47.0
1227,1056.2,1103.3,1013.3,995.9,1042.2,48.0
1228,1079.8,1002.3,1036.2,1019.2,1034.4,33.3
1229,1050.3,1066.4,1024.4,989.3,1032.6,33.6
1230,1087.1,1006.1,1039.3,1021.1,1038.4,35.2
1231,1078.2,1089.7,1100.6,1052.5,1080.3,20.6
1232,1017.9,1062.9,1003.1,1032.9,1029.2,25.6
1233,1029.5,1055.5,1056.4,1032.7,1043.5,14.4
1234,1130.4,1098.7,1050.1,1020.6,1075.0,49.0
1235,1068.8,998.8,1005.2,1062.0,1033.7,36.8
1236,1040.1,1078.0,1080.2,1028.0,1056.6,26.5
1237,1052.7,1105.8,1066.3,1038.6,1065.8,28.9
1238,1071.0,1052.8,1026.8,950.6,1025.3,53.0
1239,1059.8,1083.4,1068.1,1078.1,1072.4,10.5
1240,1122.3,995.7,1076.2,1012.5,1051.7,58.5
1241,1013.5,1100.9,1019.5,1023.6,1039.4,41.2
1242,1042.1,1045.0,1008.4,1045.9,1035.4,18.0
1243,1062.4,1116.6,1013.4,1004.4,1049.2,51.6
1244,1065.8,1072.8,1002.3,1060.1,1050.2,32.4
1245,1089.6,1108.7,1096.4,1032.6,1081.8,33.8
1246,1142.5,1109.4,1040.1,1083.5,1093.9,43.2
1247,1087.0,1029.8,1016.0,1082.3,1053.8,36.2
1248,1127.4,1080.0,1041.5,969.4,1054.6,66.8
1249,1054.0,1087.4,1051.1,1103.2,1073.9,25.5
1250,1095.9,1055.0,1028.2,989.4,1042.1,44.8
1251,1048.3,1083.1,1040.4,1073.6,1061.4,20.3
1252,1203.5,1107.4,1011.1,1071.4,1098.4,80.6
1253,1092.3,1127.3,1030.2,1020.0,1067.4,51.1
1254,1087.9,1022.5,1049.1,1049.4,1052.3,26.9
1255,1144.4,1087.6,1030.6,1085.2,1087.0,46.5
1256,1154.2,1077.1,1032.8,1026.4,1072.6,58.9
1257,1121.8,1057.9,1067.9,1076.5,1081.0,28.2
1258,1117.0,1045.6,1029.1,1083.5,1068.8,39.4
1259,1082.6,1070.0,1050.0,1013.9,1054.1,30.0
1260,1127.6,1113.2,1024.4,1072.0,1084.3,46.4
1261,1064.9,1111.1,1008.5,1030.8,1053.8,44.7
1262,1106.8,1126.8,1057.0,1042.4,1083.2,40.0
1263,1114.7,1113.4,1105.6,1015.2,1087.2,48.2
1264,1035.4,1034.5,1024.5,1031.8,1031.6,4.9
1265,1076.1,1123.9,1047.5,1020.4,1067.0,44.2
1266,1112.2,1118.0,1042.1,1089.7,1090.5,34.5
1267,1089.0,1108.4,1132.6,1129.7,1114.9,20.4
1268,1028.7,1075.9,1032.7,1059.3,1049.1,22.4
1269,1032.6,1158.4,1099.2,1053.0,1085.8,55.8
1270,1110.9,1101.1,1109.4,1100.3,1105.4,5.5
1271,1092.5,1120.0,1040.9,1137.1,1097.6,42.1
1272,1049.0,1084.8,1072.1,1013.8,1054.9,31.1
1273,1098.0,1163.7,1049.2,1104.2,1103.8,46.9
1274,1075.4,1176.4,1082.1,1051.7,1096.4,54.9
1275,1089.3,1083.9,1142.9,1053.5,1092.4,37.2
1276,1072.9,1062.8,1045.7,1079.2,1065.1,14.6
1277,1068.5,1074.8,1144.9,998.5,1071.7,59.8
1278,1128.1,1003.3,1150.9,1063.8,1086.5,66.6
1279,1090.6,1106.1,1054.8,1134.8,1096.6,33.3
1280,1057.4,1050.6,1031.3,1084.1,1055.9,21.8
1281,1156.0,1110.5,1084.9,1081.7,1108.2,34.3
1282,1078.6,1059.6,1065.9,1045.6,1062.4,13.7
1283,1059.1,1051.3,1047.4,1072.0,1057.4,10.8
1284,1085.4,1149.4,1096.2,1103.7,1108.7,28.2
1285,1134.2,1053.5,1094.3,1091.5,1093.4,33.0
1286,1138.3,1105.0,1110.2,1075.7,1107.3,25.6
1287,1085.5,1058.8,1080.2,1078.0,1075.6,11.6
1288,1120.9,1018.3,1008.8,1032.5,1045.1,51.5
1289,1162.0,1131.8,1101.1,1102.8,1124.4,28.7
1290,1086.7,1146.9,1038.3,1007.1,1069.8,61.0
1291,1108.0,1078.7,1017.2,1010.8,1053.7,47.4
1292,1123.5,1084.4,1012.5,1046.5,1066.7,47.9
1293,1105.2,1089.7,1095.0,1105.1,1098.8,7.7
1294,1093.4,1094.5,1051.9,995.3,1058.8,46.7
1295,1137.5,1063.5,1092.5,1103.8,1099.3,30.6
1296,1112.1,1092.7,1092.1,1077.8,1093.7,14.1
1297,1107.8,1019.7,1106.0,1078.4,1078.0,41.1
1298,1084.0,1073.1,1007.9,1033.0,1049.5,35.4
1299,1103.8,1087.3,1050.9,1128.1,1092.5,32.4
1300,1151.1,1072.0,1082.4,1014.0,1079.9,56.2
1301,1143.9,1071.2,1080.8,1060.0,1089.0,37.6
1302,1146.2,1152.1,1030.3,1098.3,1106.7,56.4
1303,1081.2,1094.3,1064.2,1127.3,1091.7,26.7
1304,1034.2,1082.1,1072.4,1067.4,1064.0,20.8
1305,1063.2,1037.1,1081.6,1082.1,1066.0,21.2
1306,1113.8,1003.6,1077.8,1068.6,1065.9,45.9
1307,1170.3,1092.9,1065.3,1113.6,1110.6,44.5
1308,1137.3,1098.5,1116.4,1030.4,1095.6,46.3
1309,1079.5,1002.1,1160.4,1119.1,1090.3,67.5
1310,1097.9,1088.6,1073.0,1084.5,1086.0,10.3
1311,1066.2,1146.2,1032.3,1094.0,1084.7,48.2
1312,1214.9,1109.5,1055.5,1124.7,1126.2,66.2
1313,1039.0,1138.1,1103.5,1131.3,1103.0,45.2
1314,1096.0,1048.5,1066.6,1052.9,1066.0,21.4
1315,1153.8,1079.6,1055.2,978.2,1066.7,72.4
1316,1075.5,1137.0,1129.7,1001.4,1085.9,62.7
1317,1137.0,1124.0,1101.6,1119.7,1120.6,14.6
1318,1062.5,1168.9,1142.7,1085.5,1114.9,49.3
1319,1115.6,1052.6,1062.8,1095.0,1081.5,29.1
1320,1137.1,1081.4,1091.3,1159.6,1117.4,37.2
1321,1046.9,1128.8,1118.6,1147.3,1110.4,44.0
1322,1101.3,1069.1,1164.4,1140.1,1118.8,42.0
1323,1119.4,1148.0,1027.8,1140.6,1108.9,55.5
1324,1104.8,1072.6,1131.9,1098.5,1101.9,24.4
1325,1055.4,1062.1,1081.4,1051.8,1062.7,13.2
1326,1120.1,1136.9,1077.7,1089.8,1106.1,27.2
1327,1106.5,1124.8,1130.5,1154.4,1129.0,19.8
1328,1123.3,1081.3,1025.2,1068.8,1074.7,40.4
1329,1112.6,1127.7,1097.8,1097.9,1109.0,14.3
1330,1177.3,1097.4,1039.7,1048.8,1090.8,63.0
1331,1110.9,1166.5,1059.2,1078.5,1103.8,46.9
1332,1129.3,1074.6,1084.8,1066.4,1088.8,28.1
1333,1161.6,1103.2,1110.0,1087.2,1115.5,32.2
1334,1105.4,1138.8,1072.6,1111.8,1107.1,27.2
1335,1114.5,1165.5,1061.9,1097.5,1109.9,43.1
1336,1079.8,1029.5,1008.9,1089.8,1052.0,39.0
1337,1102.4,1082.0,1128.6,1109.5,1105.6,19.2
1338,1129.6,1099.6,1103.8,1050.8,1095.9,32.9
1339,1161.7,1102.7,1046.5,1040.5,1087.8,56.7
1340,1082.6,1048.9,1060.8,1193.5,1096.4,66.2
1341,1152.0,1159.2,1137.4,1022.3,1117.7,64.2
1342,1178.1,1102.4,1104.0,1021.9,1101.6,63.8
1343,1107.8,1118.7,1075.0,1107.5,1102.3,18.9
1344,1139.3,1141.4,1110.2,1088.9,1120.0,25.1
1345,1088.6,1101.2,1106.7,1092.2,1097.2,8.3
1346,1141.8,1094.3,1084.6,1035.2,1089.0,43.7
1347,1125.7,1144.0,1098.9,1085.1,1113.4,26.5
1348,1124.2,1088.5,1150.8,1052.9,1104.1,42.6
1349,1189.8,1125.0,1154.3,1071.7,1135.2,49.9
1350,1156.4,1121.8,1132.2,1033.9,1111.1,53.5
1351,1156.5,1108.4,1046.1,1026.1,1084.3,59.6
1352,1146.2,1276.1,1105.8,1069.7,1149.5,90.0
1353,1072.9,1066.3,1148.5,1069.4,1089.3,39.6
1354,1171.2,1046.8,1012.6,1063.4,1073.5,68.5
1355,1083.2,1100.0,1112.8,1008.2,1076.1,46.8
1356,1172.4,1172.0,1148.2,1027.8,1130.1,69.1
1357,1128.6,1110.5,1139.1,1022.1,1100.1,53.3
1358,1081.2,1137.0,1090.5,1052.5,1090.3,35.1
1359,1118.9,1137.1,1135.6,1103.9,1123.9,15.7
1360,1206.0,1175.2,1056.2,1005.2,1110.7,95.5
1361,1175.4,1150.0,1144.6,1099.1,1142.3,31.8
1362,1164.7,1166.8,1103.0,1043.0,1119.4,58.9
1363,1120.1,1106.3,1115.3,1059.6,1100.3,27.7
1364,1233.5,1109.0,1195.8,1020.7,1139.8,94.9
1365,1094.9,1114.1,1074.8,983.1,1066.7,58.0
1366,1152.4,1112.0,1090.0,1036.0,1097.6,48.5
1367,1145.2,1192.2,1123.1,1037.4,1124.5,64.8
1368,1080.1,1108.4,1084.9,1017.0,1072.6,39.1
1369,1129.4,1129.2,1146.6,983.2,1097.1,76.4
1370,1159.5,1161.9,1205.6,1006.6,1133.4,87.1
1371,1161.3,1087.0,1108.5,1025.4,1095.5,56.2
1372,1119.2,1184.6,1161.0,1035.2,1125.0,65.7
1373,1133.6,1111.0,1172.2,1039.4,1114.1,55.8
1374,1150.4,1075.6,1152.8,990.3,1092.3,76.8
1375,1179.8,1066.8,1109.4,994.0,1087.5,77.8
1376,1142.5,1135.9,1112.8,953.2,1086.1,89.5
1377,1177.5,1099.6,1154.4,1019.3,1112.7,70.3
1378,1161.8,1100.6,1078.0,985.8,1081.6,73.0
1379,1176.5,1087.9,1190.9,979.6,1108.7,97.4
1380,1171.4,1184.6,1077.5,975.3,1102.2,97.1
1381,1197.2,1088.8,1154.7,945.8,1096.6,110.0
1382,1195.2,1111.7,1092.1,944.4,1085.8,104.4
1383,1160.0,1141.1,1153.1,1035.2,1122.3,58.6
1384,1171.7,1090.7,1122.7,977.7,1090.7,82.4
1385,1166.1,1247.3,1137.3,937.9,1122.2,131.3
1386,1082.5,1129.0,1122.5,939.4,1068.4,88.4
1387,1116.5,1229.5,1094.2,945.1,1096.3,116.9
1388,1132.3,1095.1,1119.8,937.4,1071.1,90.5
1389,1143.7,1093.9,1128.3,951.7,1079.4,87.6
1390,1157.7,1126.0,1154.4,903.1,1085.3,122.3
1391,1126.4,1086.3,1057.9,904.5,1043.8,97.0
1392,1143.8,1070.2,1090.8,976.8,1070.4,69.7
1393,1157.2,1174.2,1111.4,925.3,1092.0,114.3
1394,1121.9,1062.2,1166.6,897.7,1062.1,117.7
1395,1132.5,1082.8,1140.0,906.9,1065.6,108.8
1396,1126.9,1123.0,1156.4,930.2,1084.1,103.7
1397,1127.2,1104.1,1100.3,859.9,1047.8,125.9
1398,1185.1,1101.9,1112.1,882.6,1070.4,130.6
1399,1178.8,1093.1,1203.8,917.9,1098.4,129.3
1400,1107.7,1075.6,1058.0,885.2,1031.6,99.8
1401,1173.1,1031.4,1102.8,889.1,1049.1,121.4
1402,1119.6,1009.7,1141.0,831.2,1025.4,141.7
1403,1042.4,1031.6,1116.4,889.7,1020.0,94.7
1404,1089.5,1072.6,1150.4,840.9,1038.4,135.8
1405,1186.8,1059.4,1076.8,827.9,1037.7,150.8
1406,1115.9,1057.5,1083.6,819.2,1019.1,135.4
1407,1103.9,1069.2,1085.6,823.2,1020.5,132.3
1408,1140.4,1008.4,1068.4,826.3,1010.9,134.4
1409,1086.9,1042.0,1112.9,825.6,1016.8,130.8
1410,1194.7,1044.5,1096.5,794.5,1032.6,170.5
1411,1167.6,1044.9,1053.2,779.7,1011.4,164.3
1412,1147.1,1044.1,1034.8,808.8,1008.7,142.6
1413,1123.6,1049.6,1083.2,747.4,1001.0,171.7
1414,1209.6,1067.2,1038.7,752.6,1017.0,191.5
1415,1173.0,979.9,1081.4,744.0,994.6,184.7
1416,1134.4,1029.9,1024.8,717.9,976.8,179.8
1417,1146.2,979.9,1079.6,728.6,983.6,183.2
1418,1151.5,1010.7,1002.4,721.1,971.4,180.4
1419,1100.0,1013.3,1080.8,684.5,969.7,193.7
1420,1181.0,979.6,1023.3,674.8,964.7,211.7
1421,1110.1,965.3,1060.8,657.0,948.3,203.3
1422,1155.0,983.9,1073.2,655.0,966.8,219.3
1423,1090.6,942.7,1048.2,643.2,931.2,201.8
1424,1134.5,955.0,1009.5,620.0,929.7,219.7
1425,1069.5,989.8,1048.9,608.7,929.2,216.4
1426,1152.3,924.1,999.5,586.9,915.7,238.9
1427,1107.1,975.0,984.6,576.8,910.9,230.7
1428,1086.3,912.1,1010.4,556.4,891.3,234.4
1429,1067.5,897.5,1019.9,536.3,880.3,240.3
1430,1149.0,895.7,1002.2,522.3,892.3,267.6
1431,1065.1,908.3,984.7,497.0,863.8,252.7
1432,1098.0,914.4,962.8,482.6,864.4,266.2
1433,1122.5,852.5,1009.4,459.6,861.0,289.6
1434,1055.2,894.6,997.8,456.1,850.9,271.4
1435,1074.3,876.0,973.7,428.1,838.0,285.0
1436,1068.9,854.4,1008.1,409.8,835.3,297.7
1437,1095.1,887.5,935.2,385.3,825.8,306.8
1438,1063.2,836.6,967.3,374.0,810.3,305.3
1439,1089.2,853.1,965.0,353.8,815.3,322.4
1440,1090.4,833.7,973.8,336.9,808.7,331.6
1441,1110.1,840.2,948.2,320.3,804.7,341.4
1442,1080.2,806.9,921.3,300.7,777.3,336.9
1443,1062.6,780.9,921.5,304.9,767.5,329.2
1444,1050.0,789.7,920.6,292.1,763.1,331.5
1445,1020.7,776.4,922.6,276.2,749.0,330.8
1446,1039.9,783.6,903.2,262.5,747.3,339.8
1447,1018.8,776.9,904.2,244.4,736.0,342.4
1448,1037.7,776.8,910.9,232.4,739.4,354.4
1449,1052.7,741.6,855.7,220.0,717.5,355.7
1450,956.5,731.0,843.0,203.9,683.6,332.8
1451,991.8,713.9,851.1,191.1,687.0,349.5
1452,979.1,721.9,841.7,184.0,681.7,348.0
1453,991.7,712.4,821.4,,841.8,140.8
1454,963.1,694.4,799.8,,819.1,135.4
1455,989.8,697.8,796.4,,828.0,148.5
1456,957.4,681.8,773.3,,804.1,140.4
1457,938.9,662.5,768.8,,790.1,139.5
1458,962.1,651.1,754.5,,789.2,158.4
1459,925.3,648.5,735.6,,769.8,141.5
1460,917.5,628.0,721.4,,755.6,147.7
1461,897.8,633.5,701.9,,744.4,137.2
1462,896.8,625.7,670.8,,731.1,145.2
1463,881.4,612.2,665.2,,719.6,142.6
1464,871.8,612.5,640.9,,708.4,142.2
1465,895.9,600.0,626.3,,707.4,163.8
1466,875.1,596.8,615.0,,695.6,155.7
1467,849.1,574.9,588.0,,670.7,154.7
1468,841.8,572.5,565.6,,660.0,157.5
1469,846.0,567.1,549.0,,654.0,166.5
1470,820.3,545.9,527.7,,631.3,163.9
1471,816.7,539.3,527.7,,627.9,163.6
1472,801.0,528.2,498.2,,609.1,166.8
1473,800.0,501.8,488.4,,596.7,176.2
1474,774.8,493.5,472.8,,580.4,168.7
1475,771.4,480.0,451.9,,567.8,176.9
1476,740.2,460.3,449.3,,549.9,164.9
1477,725.5,435.3,442.1,,534.3,165.6
1478,734.7,419.6,429.3,,527.9,179.2
1479,698.1,404.3,407.7,,503.4,168.7
1480,687.8,391.0,398.5,,492.4,169.2
1481,669.8,371.4,382.5,,474.6,169.1
1482,662.5,348.9,372.6,,461.4,174.6
1483,658.9,337.6,352.0,,449.5,181.5
1484,658.7,326.2,336.7,,440.6,189.0
1485,647.5,303.7,323.4,,424.8,193.1
1486,622.3,285.2,319.7,,409.1,185.5
1487,617.6,272.9,308.7,,399.7,189.5
1488,600.3,259.5,292.7,,384.2,187.9
1489,597.5,251.4,282.5,,377.1,191.5
1490,581.6,235.3,272.1,,363.0,190.2
1491,570.8,220.0,255.0,,348.6,193.3
1492,574.5,210.0,242.3,,342.3,201.8
1493,558.6,201.0,233.3,,331.0,197.8
1494,545.3,188.7,225.6,,319.9,196.1
1495,533.8,180.9,214.3,,309.7,194.8
1496,514.0,170.3,204.1,,296.1,189.5
1497,504.1,160.2,195.9,,286.7,189.1
1498,493.5,151.8,187.7,,277.7,187.8
1499,478.2,141.9,179.0,,266.4,184.4
1500,466.4,133.1,174.5,,258.0,181.7
1501,457.6,,167.1,,312.3,205.4
1502,448.7,,162.1,,305.4,202.6
1503,446.7,,152.4,,299.6,208.1
1504,421.1,,144.1,,282.6,195.9
1505,400.3,,138.3,,269.3,185.3
1506,386.1,,132.0,,259.0,179.7
1507,379.4,,124.9,,252.1,180.0
1508,354.7,,119.2,,236.9,166.5
1509,344.9,,114.3,,229.6,163.1
1510,328.2,,107.6,,217.9,156.0
1511,319.1,,103.5,,211.3,152.5
1512,302.6,,98.1,,200.4,144.6
1513,293.9,,93.3,,193.6,141.8
1514,281.6,,88.4,,185.0,136.6
1515,273.5,,83.4,,178.4,134.4
1516,258.8,,78.9,,168.8,127.2
1517,248.1,,74.4,,161.2,122.8
1518,239.6,,72.1,,155.8,118.4
1519,226.9,,68.5,,147.7,112.0
1520,219.8,,64.4,,142.1,109.9
1521,210.8,,60.9,,135.8,106.0
1522,201.7,,56.9,,129.3,102.4
1523,189.8,,53.8,,121.8,96.1
1524,181.5,,51.9,,116.7,91.6
1525,173.7,,49.0,,111.4,88.2
1526,166.3,,46.9,,106.6,84.5
1527,156.1,,45.1,,100.6,78.5
1528,149.6,,43.2,,96.4,75.3
1529,141.9,,41.8,,91.9,70.8
1530,133.0,,40.0,,86.5,65.8
1531,127.2,,38.2,,82.7,62.9
1532,119.6,,36.9,,78.2,58.5
1533,113.6,,,,113.6,
1534,106.4,,,,106.4,
1535,100.6,,,,100.6,
1536,96.0,,,,96.0,
1537,89.6,,,,89.6,
1538,85.0,,,,85.0,
1539,80.9,,,,80.9,
1540,75.7,,,,75.7,
1541,71.9,,,,71.9,
1542,67.3,,,,67.3,
1543,63.9,,,,63.9,
1544,60.2,,,,60.2,
1545,58.0,,,,58.0,
1546,54.5,,,,54.5,
1547,51.1,,,,51.1,
1548,49.0,,,,49.0,
1549,46.0,,,,46.0,
1550,43.1,,,,43.1,
1551,40.6,,,,40.6,
1552,38.7,,,,38.7,
1553,36.3,,,,36.3,
1554,34.8,,,,34.8,
