Time after Ignition,PET_R1,PET_R2,PET_R3,Mean,Std. Dev.
290.25,216.2,166.3,115.1,165.9,50.5
290.5,209.4,163.7,114.0,162.4,47.7
290.75,207.8,161.7,112.0,160.5,47.9
291.0,208.3,159.3,110.1,159.2,49.1
291.25,207.0,156.9,107.0,156.9,50.0
291.5,206.0,153.0,104.5,154.5,50.8
291.75,207.4,150.3,102.1,153.3,52.7
292.0,204.1,149.1,100.9,151.3,51.6
292.25,202.4,147.5,98.2,149.4,52.1
292.5,201.3,141.8,96.2,146.5,52.7
292.75,202.0,141.7,93.9,145.9,54.2
293.0,198.7,138.4,93.3,143.5,52.9
293.25,198.6,138.5,89.7,142.2,54.5
293.5,195.7,135.0,88.2,139.6,53.9
293.75,194.5,134.7,87.9,139.0,53.5
294.0,195.0,131.8,85.4,137.4,55.0
294.25,194.0,127.8,82.2,134.7,56.2
294.5,191.8,126.2,82.1,133.4,55.2
294.75,192.8,124.4,81.1,132.8,56.3
295.0,187.5,121.6,79.5,129.6,54.4
295.25,186.9,120.4,77.4,128.2,55.2
295.5,187.9,118.4,78.7,128.4,55.3
295.75,187.2,116.4,76.1,126.6,56.3
296.0,185.1,116.5,73.6,125.0,56.2
296.25,184.7,114.2,72.6,123.9,56.7
296.5,181.7,110.9,71.4,121.4,55.9
296.75,179.3,109.9,70.7,120.0,55.0
297.0,180.0,109.5,68.6,119.3,56.3
297.25,178.2,106.0,68.4,117.6,55.8
297.5,175.3,105.6,68.2,116.4,54.3
297.75,173.1,101.8,65.2,113.4,54.9
298.0,177.2,102.5,64.2,114.6,57.4
298.25,172.9,101.2,64.1,112.8,55.3
298.5,172.1,98.6,64.0,111.6,55.2
298.75,169.4,97.0,63.5,110.0,54.1
299.0,167.8,95.7,61.7,108.4,54.2
299.25,166.1,94.8,61.7,107.5,53.4
299.5,164.4,93.9,61.4,106.5,52.7
299.75,161.5,92.5,61.0,105.0,51.4
300.0,158.3,91.4,60.1,103.3,50.2
300.25,155.7,90.0,58.6,101.4,49.5
300.5,154.2,87.6,57.6,99.8,49.4
300.75,151.1,86.5,57.9,98.5,47.7
301.0,148.8,84.6,57.0,96.8,47.1
301.25,144.9,84.6,57.1,95.5,44.9
301.5,143.0,83.9,56.8,94.5,44.1
301.75,139.2,81.7,55.9,92.3,42.7
302.0,137.8,82.8,55.3,92.0,42.0
302.25,139.0,79.8,54.9,91.2,43.2
302.5,133.0,79.8,54.1,89.0,40.3
302.75,131.9,77.6,54.1,87.9,39.9
303.0,131.9,77.2,53.1,87.4,40.4
303.25,128.3,76.2,52.5,85.7,38.8
303.5,126.0,74.0,53.0,84.4,37.6
303.75,125.5,74.7,52.9,84.4,37.3
304.0,123.8,73.9,52.7,83.5,36.5
304.25,120.8,72.1,52.3,81.8,35.3
304.5,120.9,71.7,52.5,81.7,35.2
304.75,118.2,69.9,51.9,80.0,34.3
305.0,118.2,71.4,51.7,80.4,34.1
305.25,115.2,68.0,51.3,78.2,33.2
305.5,113.5,68.0,50.9,77.5,32.3
305.75,112.0,68.3,50.5,76.9,31.7
306.0,111.2,67.8,50.7,76.6,31.2
306.25,108.9,66.1,50.4,75.1,30.3
306.5,109.3,66.5,50.3,75.4,30.5
306.75,106.3,64.5,50.0,73.6,29.2
307.0,105.3,63.9,50.0,73.1,28.7
307.25,102.9,64.4,50.2,72.5,27.2
307.5,100.4,63.8,49.8,71.3,26.1
307.75,100.3,61.9,49.9,70.7,26.4
308.0,99.1,62.2,49.9,70.4,25.6
308.25,97.1,61.7,49.0,69.3,25.0
308.5,96.9,61.5,49.0,69.1,24.8
308.75,94.3,60.3,,77.3,24.0
309.0,93.3,60.6,,76.9,23.1
309.25,90.9,61.1,,76.0,21.1
309.5,89.5,60.7,,75.1,20.4
309.75,89.8,60.2,,75.0,21.0
310.0,88.8,59.9,,74.4,20.4
310.25,86.2,59.3,,72.7,19.0
310.5,85.3,59.6,,72.5,18.2
310.75,84.5,58.5,,71.5,18.4
311.0,81.7,59.6,,70.6,15.6
311.25,81.9,58.4,,70.1,16.7
311.5,81.0,58.7,,69.9,15.8
311.75,79.4,58.6,,69.0,14.7
312.0,78.8,58.7,,68.8,14.2
312.25,79.2,58.3,,68.7,14.8
312.5,78.0,56.8,,67.4,15.0
312.75,76.8,,,76.8,
313.0,75.5,,,75.5,
313.25,74.9,,,74.9,
313.5,73.8,,,73.8,
313.75,72.9,,,72.9,
314.0,72.2,,,72.2,
314.25,71.0,,,71.0,
314.5,70.3,,,70.3,
314.75,70.6,,,70.6,
315.0,68.1,,,68.1,
315.25,68.4,,,68.4,
315.5,66.6,,,66.6,
315.75,66.3,,,66.3,
316.0,64.9,,,64.9,
316.25,64.0,,,64.0,
316.5,63.9,,,63.9,
316.75,64.4,,,64.4,
317.0,62.1,,,62.1,
317.25,61.5,,,61.5,
317.5,61.0,,,61.0,
317.75,60.7,,,60.7,
318.0,60.9,,,60.9,
318.25,59.4,,,59.4,
318.5,59.9,,,59.9,
318.75,58.5,,,58.5,
319.0,58.8,,,58.8,
319.25,57.7,,,57.7,
319.5,57.8,,,57.8,
319.75,57.3,,,57.3,
320.0,57.2,,,57.2,
320.25,56.4,,,56.4,
320.5,55.9,,,55.9,
320.75,54.9,,,54.9,
321.0,55.4,,,55.4,
321.25,54.2,,,54.2,
321.5,54.7,,,54.7,
321.75,54.5,,,54.5,
322.0,53.9,,,53.9,
322.25,53.2,,,53.2,
322.5,53.1,,,53.1,
322.75,52.3,,,52.3,
323.0,52.4,,,52.4,
323.25,52.0,,,52.0,
323.5,51.3,,,51.3,
