Time after Ignition,Polyisocyanurate_Foam_Board_R1,Polyisocyanurate_Foam_Board_R2,Polyisocyanurate_Foam_Board_R3,Polyisocyanurate_Foam_Board_R4,Mean,Std. Dev.
247.0,13.5,22.0,17.3,21.6,18.6,4.0
247.25,13.5,22.2,17.4,21.2,18.6,4.0
247.5,13.4,22.3,17.3,21.2,18.5,4.0
247.75,13.5,22.0,17.3,,17.6,4.2
248.0,13.6,22.1,17.2,,17.6,4.3
248.25,13.3,22.2,17.3,,17.6,4.4
248.5,13.6,22.2,17.1,,17.6,4.3
248.75,13.5,22.2,17.1,,17.6,4.4
249.0,13.6,22.1,17.1,,17.6,4.3
249.25,13.7,22.1,16.8,,17.5,4.2
249.5,13.4,22.1,17.0,,17.5,4.4
249.75,13.4,21.8,17.4,,17.5,4.2
250.0,13.5,21.7,17.0,,17.4,4.1
250.25,13.4,21.8,17.1,,17.4,4.2
250.5,13.3,21.7,17.0,,17.3,4.2
250.75,13.0,21.7,16.9,,17.2,4.3
251.0,13.3,21.8,17.1,,17.4,4.3
251.25,13.1,21.4,17.1,,17.2,4.2
251.5,13.2,21.6,17.0,,17.3,4.2
251.75,13.1,21.5,17.4,,17.3,4.2
252.0,13.0,21.6,17.2,,17.3,4.3
252.25,12.9,21.2,17.2,,17.1,4.2
252.5,13.0,21.4,17.0,,17.1,4.2
252.75,13.0,21.3,17.2,,17.1,4.2
253.0,13.0,21.4,17.0,,17.1,4.2
253.25,13.1,21.5,17.0,,17.2,4.2
253.5,13.0,21.5,17.0,,17.2,4.3
253.75,12.8,21.2,16.8,,16.9,4.2
254.0,13.0,21.0,16.8,,16.9,4.0
254.25,12.9,21.1,16.8,,16.9,4.1
254.5,12.8,20.9,16.8,,16.8,4.0
254.75,12.8,20.5,16.5,,16.6,3.8
255.0,13.0,20.4,16.5,,16.7,3.7
255.25,12.7,20.6,16.6,,16.7,3.9
255.5,12.7,20.5,16.4,,16.6,3.9
255.75,12.9,20.6,16.5,,16.7,3.8
256.0,12.7,20.3,16.2,,16.4,3.8
256.25,12.9,20.5,16.5,,16.6,3.8
256.5,12.9,20.5,16.5,,16.6,3.8
256.75,12.8,20.4,16.4,,16.5,3.8
257.0,12.7,20.4,16.6,,16.6,3.9
257.25,13.0,20.5,16.5,,16.7,3.8
257.5,12.6,20.2,16.5,,16.4,3.8
257.75,12.6,20.3,16.4,,16.5,3.8
258.0,12.5,20.3,16.3,,16.4,3.9
258.25,12.6,20.5,16.5,,16.5,4.0
258.5,12.8,20.5,16.3,,16.5,3.8
258.75,12.5,20.2,16.6,,16.4,3.9
259.0,12.7,20.1,16.3,,16.4,3.7
259.25,12.5,20.3,16.1,,16.3,3.9
259.5,12.4,20.0,16.3,,16.2,3.8
259.75,12.5,19.8,16.3,,16.2,3.7
260.0,12.4,19.6,16.2,,16.1,3.6
260.25,12.5,19.7,16.3,,16.2,3.6
260.5,12.5,19.6,16.2,,16.1,3.5
260.75,12.6,20.0,16.2,,16.3,3.7
261.0,12.4,19.8,16.4,,16.2,3.7
261.25,12.5,19.9,16.1,,16.2,3.7
261.5,12.2,20.0,16.1,,16.1,3.9
261.75,12.3,20.1,16.1,,16.2,3.9
262.0,12.5,20.0,16.2,,16.2,3.8
262.25,12.5,19.8,16.1,,16.1,3.7
262.5,12.4,19.7,16.2,,16.1,3.7
262.75,12.3,19.9,16.3,,16.1,3.8
263.0,12.2,19.8,16.3,,16.1,3.8
263.25,12.3,19.5,16.2,,16.0,3.6
263.5,12.2,19.4,16.2,,15.9,3.6
263.75,12.3,19.6,16.4,,16.1,3.7
264.0,12.4,19.5,16.3,,16.1,3.6
264.25,12.4,19.5,16.2,,16.1,3.6
264.5,12.5,19.6,16.2,,16.1,3.6
264.75,12.2,19.3,16.1,,15.9,3.6
265.0,12.3,19.5,16.1,,15.9,3.6
265.25,12.4,19.2,,,15.8,4.8
265.5,12.3,19.3,,,15.8,4.9
265.75,12.3,19.3,,,15.8,5.0
266.0,12.3,19.3,,,15.8,5.0
266.25,12.5,19.4,,,15.9,4.9
266.5,12.4,19.4,,,15.9,5.0
266.75,12.4,19.0,,,15.7,4.7
267.0,12.3,19.5,,,15.9,5.1
267.25,12.4,19.2,,,15.8,4.8
267.5,12.3,19.3,,,15.8,4.9
267.75,12.3,19.2,,,15.8,4.9
268.0,12.3,19.2,,,15.8,4.9
268.25,12.3,19.3,,,15.8,4.9
268.5,12.4,19.3,,,15.9,4.9
268.75,12.5,19.2,,,15.8,4.8
269.0,12.4,19.1,,,15.8,4.7
269.25,12.4,19.6,,,16.0,5.1
269.5,12.4,19.1,,,15.8,4.7
269.75,12.3,19.4,,,15.8,5.0
270.0,12.5,19.4,,,15.9,4.9
270.25,12.0,19.2,,,15.6,5.0
270.5,12.3,18.9,,,15.6,4.7
270.75,12.2,18.9,,,15.6,4.7
271.0,12.4,18.7,,,15.6,4.5
271.25,12.5,18.5,,,15.5,4.3
271.5,12.3,18.4,,,15.4,4.4
271.75,12.3,18.6,,,15.5,4.4
272.0,12.5,18.5,,,15.5,4.2
272.25,12.2,18.2,,,15.2,4.2
272.5,12.4,18.1,,,15.2,4.0
272.75,12.3,18.2,,,15.3,4.1
273.0,12.1,18.2,,,15.2,4.3
273.25,12.2,18.1,,,15.1,4.1
273.5,12.3,18.0,,,15.2,4.1
273.75,12.4,17.8,,,15.1,3.8
274.0,12.1,,,,12.1,
274.25,12.2,,,,12.2,
274.5,12.5,,,,12.5,
274.75,12.4,,,,12.4,
275.0,12.4,,,,12.4,
275.25,12.2,,,,12.2,
275.5,12.2,,,,12.2,
275.75,12.3,,,,12.3,
276.0,12.3,,,,12.3,
276.25,12.3,,,,12.3,
276.5,12.2,,,,12.2,
276.75,12.2,,,,12.2,
277.0,12.2,,,,12.2,
277.25,12.3,,,,12.3,
277.5,12.2,,,,12.2,
277.75,12.4,,,,12.4,
278.0,12.2,,,,12.2,
278.25,12.3,,,,12.3,
278.5,12.3,,,,12.3,
278.75,12.3,,,,12.3,
279.0,12.2,,,,12.2,
279.25,12.1,,,,12.1,
279.5,12.3,,,,12.3,
279.75,12.1,,,,12.1,
280.0,12.3,,,,12.3,
280.25,12.2,,,,12.2,
280.5,12.1,,,,12.1,
280.75,12.3,,,,12.3,
281.0,12.3,,,,12.3,
281.25,12.2,,,,12.2,
281.5,12.3,,,,12.3,
281.75,12.3,,,,12.3,
282.0,12.3,,,,12.3,
282.25,12.3,,,,12.3,
282.5,12.3,,,,12.3,
282.75,12.2,,,,12.2,
283.0,12.2,,,,12.2,
283.25,12.3,,,,12.3,
283.5,12.3,,,,12.3,
283.75,12.2,,,,12.2,
284.0,12.2,,,,12.2,
284.25,12.3,,,,12.3,
284.5,12.2,,,,12.2,
284.75,12.1,,,,12.1,
285.0,12.2,,,,12.2,
285.25,12.2,,,,12.2,
285.5,12.3,,,,12.3,
285.75,12.4,,,,12.4,
286.0,12.3,,,,12.3,
286.25,12.5,,,,12.5,
286.5,12.3,,,,12.3,
286.75,12.4,,,,12.4,
287.0,12.4,,,,12.4,
287.25,12.2,,,,12.2,
287.5,12.1,,,,12.1,
287.75,12.2,,,,12.2,
288.0,12.3,,,,12.3,
288.25,12.2,,,,12.2,
288.5,12.2,,,,12.2,
288.75,12.1,,,,12.1,
289.0,12.1,,,,12.1,
289.25,12.2,,,,12.2,
289.5,12.2,,,,12.2,
289.75,12.3,,,,12.3,
290.0,12.3,,,,12.3,
290.25,12.2,,,,12.2,
290.5,12.2,,,,12.2,
290.75,12.2,,,,12.2,
291.0,12.3,,,,12.3,
291.25,12.3,,,,12.3,
291.5,12.2,,,,12.2,
291.75,12.2,,,,12.2,
292.0,12.4,,,,12.4,
292.25,12.2,,,,12.2,
292.5,12.2,,,,12.2,
292.75,12.4,,,,12.4,
293.0,12.4,,,,12.4,
293.25,12.3,,,,12.3,
293.5,12.1,,,,12.1,
293.75,12.3,,,,12.3,
294.0,12.3,,,,12.3,
294.25,12.1,,,,12.1,
294.5,12.2,,,,12.2,
294.75,12.2,,,,12.2,
295.0,12.2,,,,12.2,
295.25,12.2,,,,12.2,
295.5,12.3,,,,12.3,
295.75,12.4,,,,12.4,
296.0,12.4,,,,12.4,
296.25,12.4,,,,12.4,
296.5,12.3,,,,12.3,
296.75,12.4,,,,12.4,
297.0,12.6,,,,12.6,
297.25,12.7,,,,12.7,
297.5,12.7,,,,12.7,
297.75,12.8,,,,12.8,
298.0,12.6,,,,12.6,
298.25,12.6,,,,12.6,
298.5,12.5,,,,12.5,
298.75,12.6,,,,12.6,
299.0,12.7,,,,12.7,
299.25,12.7,,,,12.7,
299.5,12.6,,,,12.6,
299.75,12.5,,,,12.5,
300.0,12.6,,,,12.6,
300.25,12.6,,,,12.6,
300.5,12.9,,,,12.9,
300.75,12.6,,,,12.6,
301.0,12.7,,,,12.7,
301.25,12.6,,,,12.6,
301.5,12.7,,,,12.7,
301.75,12.8,,,,12.8,
302.0,12.7,,,,12.7,
302.25,12.7,,,,12.7,
302.5,12.9,,,,12.9,
302.75,12.7,,,,12.7,
303.0,12.6,,,,12.6,
303.25,12.7,,,,12.7,
303.5,12.8,,,,12.8,
303.75,12.7,,,,12.7,
304.0,12.7,,,,12.7,
304.25,12.7,,,,12.7,
304.5,12.8,,,,12.8,
304.75,12.8,,,,12.8,
305.0,12.7,,,,12.7,
305.25,12.7,,,,12.7,
305.5,12.6,,,,12.6,
305.75,12.7,,,,12.7,
306.0,12.8,,,,12.8,
306.25,12.9,,,,12.9,
306.5,12.9,,,,12.9,
306.75,12.6,,,,12.6,
307.0,12.6,,,,12.6,
307.25,12.6,,,,12.6,
307.5,12.7,,,,12.7,
307.75,12.7,,,,12.7,
308.0,12.6,,,,12.6,
308.25,12.7,,,,12.7,
308.5,12.7,,,,12.7,
308.75,12.9,,,,12.9,
309.0,12.8,,,,12.8,
309.25,13.2,,,,13.2,
309.5,12.9,,,,12.9,
309.75,13.1,,,,13.1,
310.0,13.3,,,,13.3,
310.25,13.5,,,,13.5,
310.5,13.3,,,,13.3,
310.75,13.4,,,,13.4,
311.0,13.6,,,,13.6,
311.25,13.5,,,,13.5,
311.5,13.6,,,,13.6,
311.75,13.7,,,,13.7,
312.0,13.6,,,,13.6,
312.25,13.7,,,,13.7,
312.5,13.7,,,,13.7,
312.75,13.7,,,,13.7,
313.0,13.7,,,,13.7,
313.25,13.9,,,,13.9,
313.5,13.7,,,,13.7,
313.75,13.5,,,,13.5,
314.0,13.5,,,,13.5,
314.25,13.3,,,,13.3,
314.5,13.4,,,,13.4,
314.75,13.3,,,,13.3,
315.0,13.1,,,,13.1,
315.25,13.1,,,,13.1,
315.5,13.1,,,,13.1,
315.75,13.1,,,,13.1,
316.0,13.1,,,,13.1,
316.25,13.0,,,,13.0,
316.5,13.0,,,,13.0,
316.75,13.2,,,,13.2,
317.0,13.0,,,,13.0,
317.25,13.0,,,,13.0,
317.5,13.2,,,,13.2,
317.75,13.2,,,,13.2,
318.0,13.2,,,,13.2,
318.25,13.2,,,,13.2,
318.5,13.2,,,,13.2,
318.75,13.4,,,,13.4,
319.0,13.3,,,,13.3,
319.25,13.2,,,,13.2,
319.5,13.3,,,,13.3,
319.75,13.7,,,,13.7,
320.0,13.6,,,,13.6,
320.25,13.8,,,,13.8,
320.5,13.8,,,,13.8,
320.75,13.9,,,,13.9,
321.0,14.0,,,,14.0,
321.25,14.0,,,,14.0,
321.5,14.1,,,,14.1,
321.75,14.0,,,,14.0,
322.0,14.2,,,,14.2,
322.25,14.2,,,,14.2,
322.5,14.0,,,,14.0,
322.75,14.2,,,,14.2,
323.0,14.2,,,,14.2,
323.25,14.2,,,,14.2,
323.5,14.3,,,,14.3,
323.75,14.2,,,,14.2,
324.0,14.6,,,,14.6,
324.25,14.4,,,,14.4,
324.5,14.5,,,,14.5,
324.75,14.6,,,,14.6,
325.0,14.5,,,,14.5,
325.25,14.6,,,,14.6,
325.5,14.5,,,,14.5,
325.75,14.6,,,,14.6,
326.0,14.6,,,,14.6,
326.25,14.7,,,,14.7,
326.5,14.5,,,,14.5,
326.75,14.5,,,,14.5,
327.0,14.5,,,,14.5,
327.25,14.6,,,,14.6,
327.5,14.6,,,,14.6,
327.75,14.4,,,,14.4,
328.0,14.8,,,,14.8,
328.25,14.5,,,,14.5,
328.5,14.5,,,,14.5,
328.75,14.2,,,,14.2,
329.0,14.1,,,,14.1,
329.25,14.0,,,,14.0,
329.5,14.1,,,,14.1,
329.75,14.2,,,,14.2,
330.0,14.2,,,,14.2,
330.25,14.0,,,,14.0,
330.5,14.2,,,,14.2,
330.75,14.3,,,,14.3,
331.0,14.2,,,,14.2,
331.25,14.3,,,,14.3,
331.5,14.3,,,,14.3,
331.75,14.3,,,,14.3,
332.0,14.5,,,,14.5,
332.25,14.5,,,,14.5,
332.5,14.8,,,,14.8,
332.75,14.5,,,,14.5,
333.0,14.6,,,,14.6,
333.25,14.6,,,,14.6,
333.5,14.6,,,,14.6,
333.75,14.7,,,,14.7,
334.0,14.7,,,,14.7,
334.25,14.6,,,,14.6,
334.5,14.8,,,,14.8,
334.75,14.8,,,,14.8,
335.0,14.9,,,,14.9,
335.25,15.0,,,,15.0,
335.5,14.9,,,,14.9,
335.75,14.9,,,,14.9,
336.0,14.8,,,,14.8,
336.25,15.0,,,,15.0,
336.5,14.8,,,,14.8,
336.75,14.9,,,,14.9,
337.0,15.1,,,,15.1,
337.25,15.1,,,,15.1,
337.5,15.0,,,,15.0,
337.75,15.0,,,,15.0,
338.0,15.0,,,,15.0,
338.25,15.0,,,,15.0,
338.5,15.0,,,,15.0,
338.75,14.8,,,,14.8,
339.0,15.0,,,,15.0,
339.25,15.0,,,,15.0,
339.5,14.9,,,,14.9,
339.75,14.8,,,,14.8,
340.0,15.1,,,,15.1,
340.25,15.1,,,,15.1,
340.5,14.9,,,,14.9,
340.75,15.2,,,,15.2,
341.0,15.0,,,,15.0,
341.25,14.7,,,,14.7,
341.5,14.9,,,,14.9,
341.75,14.8,,,,14.8,
342.0,14.6,,,,14.6,
342.25,14.8,,,,14.8,
342.5,14.4,,,,14.4,
342.75,14.4,,,,14.4,
343.0,14.6,,,,14.6,
343.25,14.6,,,,14.6,
343.5,14.3,,,,14.3,
