Time after Ignition,Asphalt_Shingle_R1,Asphalt_Shingle_R2,Asphalt_Shingle_R3,Mean,Std. Dev.
303.5,11.1,11.3,,11.2,0.1
303.75,10.9,11.3,,11.1,0.3
304.0,10.8,11.4,,11.1,0.4
304.25,10.6,11.3,,10.9,0.5
304.5,10.6,11.3,,11.0,0.5
304.75,10.5,11.6,,11.1,0.8
305.0,10.5,11.5,,11.0,0.7
305.25,10.3,11.4,,10.9,0.8
305.5,10.5,11.5,,11.0,0.7
305.75,10.6,11.5,,11.1,0.7
306.0,10.4,11.5,,10.9,0.8
306.25,10.2,11.5,,10.9,0.9
306.5,10.4,11.5,,10.9,0.7
306.75,10.2,11.6,,10.9,1.0
307.0,10.3,11.6,,10.9,0.9
307.25,10.4,11.5,,10.9,0.8
307.5,10.2,11.5,,10.9,0.9
307.75,10.1,11.6,,10.8,1.0
308.0,10.4,11.6,,11.0,0.8
